index,Question,Answer
,"After observing a target organization for several days, you discover that finance and HRrecords are bagged up and placed in an outside storage bin for later shredding/recycling.
One day you simply walk to the bin and place one of the bags in your vehicle, with plans
to rifle through it later. Which social engineering attack was used here?
A. Offline
B. Physical
C. Piggybacking
D. Dumpster diving","D. Dumpster diving doesn’t necessarily mean you’re actually taking a header into a
dumpster outside. It could be any waste canister, in any location, and you don’t even
have to place any more of your body in the canister than you need to extract the old
paperwork with. And you’d be amazed what people just throw away without thinking
about it: password lists, network diagrams, employee name and number listings, and
financial documents are all examples. Lastly, don’t forget that EC-Council defines
this as a passive activity. Sure, in the real world, you run a real risk of discovery
and questioning by any number of the organization’s staff, but on your exam it’s
considered passive."
,"An attacker waits outside the entry to a secured facility. After a few minutes an authorizeduser appears with an entry badge displayed. He swipes a key card and unlocks the door.
The attacker, with no display badge, follows him inside. Which social engineering attack
just occurred?
A. Tailgating
B. Piggybacking
C. Identity theft
D. Impersonation","B. This is one of those questions that just drives everyone batty—especially people
who actually perform pen tests for a living. Does knowing that gaining entry without
flashing a fake ID badge of any kind is called piggybacking make it any easier or
harder to pull off? I submit having two terms for what is essentially the same attack,
separated by one small detail, is a bit unfair, but there’s not a whole lot we can do
about it. If it makes it easier to memorize, just keep in mind that pigs wouldn’t wear a
badge—they don’t have any clothes to attach it to."
,"Tim is part of a pen test team and is attempting to gain access to a secured area of
the campus. He stands outside a badged entry gate and pretends to be engaged in a
contentious cell phone conversation. An organization employee walks past and badges
the gate open. Tim asks the employee to hold the gate while flashing a fake ID badge
and continuing his phone conversation. He then follows the employee through the gate.
Which of the following best defines this effort?
A. Shoulder surfing
B. Piggybacking
C. Tailgating
D. Drafting","C. This type of question is so annoying I added it twice, back to back, in this
chapter—almost as if I was nearly certain you’ll see it on your exam. Tailgating
involves following someone through an open door or gate just like piggybacking does;
however, in tailgating, a fake identification badge of some sort is used. As an aside, if
your exam question does not include both terms—tailgating and piggybacking—but
the effort is the same (an attacker following a badged employee through a gate or
door), you won’t have to choose between them. Usually, in this case, tailgating will beused more frequently than piggybacking"
,"Which of the following may be effective countermeasures against social engineering?
(Choose all that apply.)
A. Security policies
B. Operational guidelines
C. Appropriately configured IDS
D. User education and training
E. Strong firewall configuration","A, B, D. ECC identifies several countermeasures against social engineering, but
in the real world, none of them (by themselves or grouped) is really the key. The
problem with most countermeasures against social engineering is they’re almost
totally out of your control. Sure, you can draft strong policy requiring users to
comply with security measures, implement guidelines on everything imaginable toreduce risks and streamline efficiency, and hold educational briefings and trainingsessions for each and every user in your organization, but when it comes down to it,it’s the user who has to do the right thing. All countermeasures for social engineering
have something to do with the users themselves because they are the weak link here."
,"Which of the following are indicators of a phishing e-mail? (Choose all that apply.)
A. It does not reference you by name.
B. It contains misspelled words or grammatical errors.
C. It contains spoofed links.
D. It comes from an unverified source.","A, B, C, D. One of the objectives EC-Council has kept around in its many CEHversions is, and I quote, to “understand phishing attacks.” Part of the official
curriculum to study for the exam covers detecting phishing e-mail in depth,
and all of these answers are indicators an e-mail might not be legitimate. First,
most companies now sending e-mail to customers will reference you by name
and sometimes by account number. An e-mail starting with “Dear Customer” or
something to that effect may be an indicator something is amiss.
Misspellings and grammatical errors from a business are also usually dead giveaways
because companies do their best to proofread items before they are released. There
are, occasionally, some slipups (Internet search some of these; they’re truly funny),
but those are definitely the exception and not the rule.
Spoofed links can be found by hovering a mouse over them (or by looking at their
properties). The link text may read www.yourbank.com, but the hyperlink properties
will be sending you to some IP address you don’t want to go to.
And finally, any e-mail coming from an “unverified source” can and should be viewed
with caution. What makes something an unverified source? That depends on the eye
of the beholder. In many cases, it’s simply an address (or person) you don’t know or
haven’t seen before. In others it’s a very close representation of an e-mail address you’drecognize, but turns out to be malicious.
In any of these cases, your best bet for personal and organizational security is this:
Don’t Click It. It shouldn’t matter to you who the e-mail is from, whether it’s
grammatically perfect, and the links look legitimate—just put yourself in the habit of
not clicking links in e-mail at all. Trust me, you and your organization will be safer.
As an aside, while these are all great answers to a question on an exam, don’t let
them dictate your day-to-day Internet life outside of your exam. A perfectly written,
grammatically correct e-mail containing real links and originating from someone
you trust could still be part of a phishing campaign. Never click a link in an e-mail
without knowing exactly what it is and where it’s taking you—no matter who you
think the message is from or how well written it is. Finally, if you get a phishing e-mail that is accurate, references you by name, has real links, and truly appears tobe accurate, you probably have a real problem on your hands. Everyone gets the
annoying “spam” e-mails with “Click here for free stuff.” However, if you get one that
is delivered to you, with your name and identifying details in it, you have someonewho spent the time to target you specifically, not randomly."
,"You are discussing physical security measures and are covering background checks onemployees and policies regarding key management and storage. Which type of physical
security measures are being discussed?
A. Physical
B. Technical
C. Operational
D. Practical","C. Physical security has three major facets: physical measures, technical measures,
and operational measures. Operational measures (sometimes referred to as procedural
controls) are the policies and procedures you put into place to assist with security.
Background checks on employees and any kind of written policy for operational
behaviors are prime examples."
,"Which of the following resources can assist in combating phishing in your organization?
(Choose all that apply.)
A. Phishkill
B. Netcraft
C. Phishtank
D. IDA Pro","B, C. For obvious reasons, there are not a lot of questions from these objectives
concerning tools—mainly because social engineering is all about the human side of
things, not necessarily using technology or tools. However, you can put into place
more than a few protective applications to help stem the tide. There are innumerablee-mail-filtering applications and appliances you can put on an e-mail network
boundary to cut down on the vast amount of traffic (spam or otherwise) headedto your network. Additionally, Netcraft’s phishing toolbar and Phishtank are two client-side, host-based options you can use (there are others, but these are pointed out
specifically in EC-Council’s official courseware).
Netcraft’s (http://toolbar.netcraft.com/) and Phishtank’s (www.phishtank.com/) toolbars
are like neighborhood watches on virtual steroids, where eagle-eyed neighbors can
see suspicious traffic and alert everyone else. The following is from the Netcraft
site: “Once the first recipients of a phishing mail have reported the target URL, it is
blocked for community members as they subsequently access the URL.”
These tools, although useful, are not designed to completely protect against phishing.
Much like antivirus software, they will act on attempts that match a signature file.
This, sometimes, makes it even easier on the attacker—because they know which
phishing will not work right off the bat."
,"An attacker targets a specific group inside the organization. After some time profiling
the group, she notes several websites the individual members of the group all visit on a
regular basis. She spends time inserting various malware and malicious code into some of
the more susceptible websites. Within a matter of days, one of the group member’s systeminstalls the malware from an infected site, and the attacker uses the infected machine as a
pivot point inside the network. Which of the following best defines this attack?
A. Spear phishing
B. Whaling
C. Web-ishing
D. Watering hole attack","D. Have you ever watched nature documentaries on the Discovery Channel? It
seems predators frequently hang out in places where the prey tends to show up. For
example, a pride of lions might just hang out near a watering hole—knowing full
well their prey will eventually just come to them. This attack uses the same principle,
except we’re talking about the virtual world. And none of us are lions (at least not
outside our imaginations, anyway).
In a watering hole attack, the bad guy spends a lot of time profiling the group that
is being targeted (note the key wording in this is that a group is targeted, not an
individual). The attacker can observe or even guess websites the group would visit,
and then infect those sites with some sort of malware or malicious code. Eventually,
someone from the group will visit the virtual watering hole and—voilà—success."
,"Which type of social engineering makes use of impersonation, dumpster diving, shoulder
surfing, and tailgating?
A. Physical
B. Technical
C. Human based
D. Computer based","C. Once again, we’re back to the two major forms of social engineering: human basedand computer based. Human-based attacks include all the attacks mentioned here
and a few more. Human-based social engineering uses interaction in conversationor other circumstances between people to gather useful information. This canbe as blatant as simply asking someone for their password or pretending to be a
known entity (authorized user, tech support, or company executive) in order to gaininformation."
,"In examining the About Us link in the menu of a target organization’s website, anattacker discovers several different individual contacts within the company. To one of
these contacts, she crafts an e-mail asking for information that appears to come froman individual within the company who would be expected to make such a request.
The e-mail provides a link to click, which then prompts for the contact’s user ID andpassword. Which of the following best describes this attack?
A. Trojan e-mailing
B. Spear phishing
C. Social networking
D. Operational engineering","B. Yes, sometimes you’ll get an easy one. Phishing is using e-mail to accomplish thesocial engineering task. Spear phishing is actually targeting those e-mails to specificindividuals or groups within an organization. This usually has a much higher success
rate than just a blind-fire phishing effort."
,"A security admin has a control in place that embeds a unique image into e-mails on
specific topics in order to verify the message as authentic and trusted. Which anti-phishing
method is being used?
A. Steganography
B. Sign-in seal
C. PKI
D. CAPTCHA","B. Sign-in seal is an e-mail protection method in use at a variety of business locations.
The practice is to use a secret message or image that can be referenced on any official
communication with the site. If you receive an e-mail purportedly from the business
but it does not include the image or message, you’re aware it’s probably a phishing
attempt. This sign-in seal is kept locally on your computer, so the theory is that no
one can copy or spoof it."
,"Which of the following should be in place to assist as a social engineering
countermeasure? (Choose all that apply.)
A. Classification of information
B. Strong security policy
C. User education
D. Strong change management process","A, B, C, D. All of the answers are correct, but let’s get this out of the way up front:
you’ll never be able to put anything whatsoever into place that will effectively render
all social engineering attacks moot. You can do some things to limit them, and thoseon this list can definitely help in that regard, but an organization that responds tosocial engineering concerns with “We have a strong security policy and great user
education” is probably one that’ll see a high turnover rate.
Classification of information is seen as a strong countermeasure because the
information—and access to it—is stored and processed according to strict definitions
of sensitivity. In the government/DoD world, you’d see labels such as Confidential,
Secret, and Top Secret. In the commercial world, you might see Public, Sensitive, andConfidential. I could write an entire chapter on the difference between DoD andcommercial labels and argue the finer points of various access control methods, but
we’ll stick just to this chapter and what you need here. As a side note, classificationof information won’t do you a bit of good if the enforcement of access to that
information, and the protection of it in storage or transit, is lax.
Strong security policy has been covered earlier in the chapter, so I won’t waste muchprint space here on it. You must have a good one in place to help prevent a variety of
security failures; however, you can’t rely on it as a countermeasure on its own.
According to EC-Council, user education is not only a viable social engineering
countermeasure but it’s the best measure you can take. Anyone reading this bookwho has spent any time at all trying to educate users on a production, enterpriselevel network is probably yelling right now because results can sometimes be spottyat best. However, the weak point in the chain is the user, so we must do our best toeducate users on what to look for and what to do when they see it. There simply is nobetter defense than a well-educated user (and by “well-educated” I mean a user whoabsolutely refuses to participate in a social engineering attempt). There’s just not that
many of them out there.
A change management process helps to organize alterations to a system or
organization by providing a standardized, reviewable process to any major change.
In other words, if you allow changes to your financial system, IT services, or HRprocesses without any review or control process, you’re basically opening Pandora’s
box. Change can be made on a whim (sometimes at the behest of a social engineer,
maybe?), and there’s no control or tracking of it."
,". Joe uses a user ID and password to log in to the system every day. Jill uses a PIV card anda PIN. Which of the following statements is true?
A. Joe and Jill are using single-factor authentication.
B. Joe and Jill are using two-factor authentication.
C. Joe is using two-factor authentication.
D. Jill is using two-factor authentication.","D. When it comes to authentication systems, you can use three factors to prove your
identity: something you know, something you have, and something you are. An itemyou know is, basically, a password or PIN. Something you have is a physical token of
some sort—usually a smartcard—that is presented as part of the authentication process.
Something you are relates to biometrics—a fingerprint or retinal scan, for instance.
Generally speaking, the more factors you have in place, the better (more secure) the
authentication system. In this example, Joe is using only something he knows, whereas
Jill is using something she has (PIV card) and something she knows (PIN)."
,"A system owner has implemented a retinal scanner at the entryway to the data floor.
Which type of physical security measure is this?
A. Technical
B. Single factor
C. Computer based
D. Operational","A. Physical security measures are characterized as physical (door locks and guards),
operational (policies and procedures), and technical (authentications systems and
permissions). This example falls into the technical security measure category. Sure,
the door itself is physical, but the question centers on the biometric system, which is
clearly technical in origin."
,"Which of the following is the best representation of a technical control?
A. Air conditioning
B. Security tokens
C. Automated humidity control
D. Fire alarms
E. Security policy","B. All security controls are put into place to minimize, or to avoid altogether, theprobability of a successful exploitation of a risk or vulnerability. Logical controls
(logical is the other term used for technical) do this through technical, systemdriven means. Examples include security tokens, authentication mechanisms, andantivirus software."
,"Which of the following best describes pharming?
A. An attacker redirects victims to a malicious website by sending an e-mail that provides
a URL that appears to be legitimate.
B. An attacker redirects victims to a malicious website by modifying their host
configuration file or by exploiting vulnerabilities in DNS.
C. An attacker targets specific members of an organization based on their duties, roles,
or responsibilities.
D. An attacker inserts malicious code and malware into sites employees visit on a
regular basis.","B. I’m convinced there are folks who sit around doing nothing more than dreamingup new terminology, acronyms, and slang for all of us to remember, and pharming
falls into this category. Pharming has the same end goal as most other attacks—redirecting folks to malicious websites in hopes of stealing something from them.
The method in which it’s done involves updating hosts files and manipulating DNSto point them to a malicious site"
,"Incident response (IR) is an important part of organizational security. In what step of the
incident-handling process would IR team members disable or delete user accounts and
change firewall rules?
A. Detection and analysis
B. Classification and prioritization
C. Containment
D. Forensic investigation","C. In a refrain you’ve heard over and over again throughout this book, sometimes real
life and EC-Council don’t see eye to eye. However, when it comes to IR, ECC kind
of gets it right. Almost. Lots of organizations define the incident-handling response
in different ways, with different phases for actions taken. Generally speaking, though,
all incident handling falls into four sets of actions: identify, contain, eradicate, and
recover. Most organizations will define a preparation phase beforehand and a lessons
learned phase at the end for a full incident process. ECC defines eight phases: • Preparation Defining rules, processes, and toolsets and then testing them (usually
with some regularly scheduled exercises, at a minimum) occur in this phase. • Detection and analysis This is where alerting functions (toolsets, IDS, IPS, users
notifying of strange events, and so on) and initial research into the event take place. • Classification and prioritization Decision making on whether to elevate as
an incident and at what level to elevate is made here (ramping up an IR event for
a false alarm serves no one). Levels of categorization vary from organization to
organization, but usually assign response time frames to levels. • Notification Alerting appropriate teams and organizations to assist in the event
occurs here. • Containment Steps to contain the incident occur here. These may include
steps to revoke or suspend user accounts and blocking system or even subnet
access via a firewall or other method. • Forensic investigation In this stage, if possible, live memory and disk captures
are pulled for evaluation and analysis. This does not have to wait until the
conclusion of the event, but, depending on the assets involved and the nature of
the incident, forensics may have to wait. • Eradication and recovery This phase encompasses all the steps taken to remove
the incident cause (malware, malicious code, backdoors, rootkits, viruses, and so
on) and to return the assets involved to baseline standards before putting themback into production. • Post-incident This is where reporting, follow-up analysis, and lessons learned
are put together. Evaluation from this step is fed into the preparation phase for
the next event.
Questions on incident response and incident handling can be pretty vague. For
the most part, common sense should guide you on anything truly weird, but most
questions will be like this one—fairly easy to figure out on your own. One last notehere: the four phases listed at the beginning of this answer description will more thanlikely be what you’ll see on the exam, so when in doubt, I would stick with them."
,"A software company puts an application through stringent testing and, on the date of
release, is confident the software is free of known vulnerabilities. An organization namedBigBiz purchases the software at a premium cost, with a guarantee of service, maintenance,
and liability. Which risk management method is in use by the BigBiz organization?
A. Accept
B. Transfer
C. Avoid
D. Mitigate","B. Depending on who you talk to, there are as many as seven different methods inrisk management. Of primary concern for you and EC-Council, however, are thesefour: accept, avoid, transfer, and mitigate. In this example, the organization has paida cost to the software developer, trusting them that they’ve tested the software andthat they will assume responsibility and liability for it. In effect, the organization has
transferred the risk to the software company for this application. Transferring risk is
all about finding a different entity to take responsibility for managing the risk, as well
as accepting the liability of an exploitation or loss resulting from the risk."
,"Which of the following provide automated pen-test-like results for an organization?
(Choose all that apply.)
A. Metasploit
B. Nessus
C. Core Impact
D. CANVAS
E. SAINT
F. GFI LanGuard","A, C, D. Automated tool suites for pen testing can be viewed as a means to save time
and money by the client’s management, but (in my opinion and in the real world, at
least) these tools don’t do either. They do not provide the same quality results as a test
performed by security professionals, and they are extremely expensive. Automated tools
can provide a lot of genuinely good information, but they are also susceptible to false
positives and false negatives and don’t necessarily care what your agreed-upon scope
says is your stopping point. Metasploit has a free, open source version and an insanely
expensive “Pro” version for developing and executing exploit code against a remote target
machine—still worlds cheaper than Core Impact, but expensive nonetheless. Metasploit
offers an autopwn module that can automate the exploitation phase of a penetration test.
Core Impact is probably the best-known, all-inclusive automated testing framework. Per
its website (https://www.coresecurity.com/core-impact), Core Impact “takes security
testing to the next level by safely replicating a broad range of threats to the organization’s
sensitive data and mission-critical infrastructure—providing extensive visibility into the
cause, effect, and prevention of data breaches.” Core Impact tests everything from web
applications and individual systems to network devices and wireless.
Per the Immunity Security website (www.immunitysec.com), CANVAS “makes
available hundreds of exploits, an automated exploitation system, and a comprehensive,
reliable exploit development framework to penetration testers and security professionals.”
Additionally, the company claims CANVAS’s Reference Implementation (CRI) is
“the industry’s first open platform for IDS and IPS testing.”
For you real-world purists out there and for those who don’t have any experience
with any of this just quite yet, it’s important to note that no automated testing suite
provides anything close to the results you’d gain from a real pen test. Core Impact
provides a one-step automated pen test result feature (and probably offers the best
result and report features), Metasploit offers autopwn, and CANVAS has a similar
“run everything” mode; however, all lack the ability to provide results that a true pen
test would provide. In the truest sense of “automated pen testing,” you simply can’t
do it in the real world (for your exam, stick with the three listed here)."
,"Which of the following best describes an assessment against a network segment that tests
for existing vulnerabilities but does not attempt to exploit any of them?
A. Penetration test
B. Partial penetration test
C. Vulnerability assessment
D. Security audit","C. A vulnerability assessment is exactly what it sounds like: the search for andidentification of potentially exploitable vulnerabilities on a system or network. Thesevulnerabilities can be poor security configurations, missing patches, or any number of
other weaknesses a bad guy might exploit. The two keys to a vulnerability assessment
are that the vulnerabilities are identified, not exploited, and the report is simply a
snapshot in time. The organization will need to determine how often it wants torun a vulnerability assessment. Lastly, it’s important to note that there are some
vulnerabilities that simply can’t be confirmed without exploiting them. For example,
the act of infecting SQL statements to expose an SQL injection vulnerability mayvery well constitute an exploit action, but it’s the only way to prove it exists. For your
exam, though, stick with no exploitation during this assessment and move on withyour life."
,"You are a member of a pen test team conducting tests. Your team has all necessary scope,
terms of engagement, and nondisclosure and service level agreements in place. You gainaccess to an employee’s system, and during further testing discover child pornography ona hidden drive folder. Which of the following is your best course of action as an ethical
hacker?
A. Continue testing without notification to anyone, but ensure the information is
included in the final out-brief report.
B. Continue testing without interruption, but completely remove all hidden files andthe folder containing the pornography.
C. Stop testing and notify law enforcement authorities immediately.
D. Stop testing and remove all evidence of intrusion into the machine.","C. If you’ve ever taken any philosophy classes in high school or college, you’ve
undoubtedly read some of the ethical dilemmas presented to challenge black-and-white
thinking on a matter. For example, theft is undoubtedly bad and is recognized as a
crime in virtually every law system on the planet, but what if it’s the only way to save a
child’s life? In ethical hacking, there are fine lines on actions to take when you discover
something, and sometimes hard edges where there is no choice in the matter. Possession
of child porn is a crime, so this case would seem relatively easy to discern. To be fair, and
to make the assumption you’ll need to on questions like this on the exam, your course of
action is straightforward and simple: notify the authorities and let them handle it.
In the real world, things might be a little more difficult. How do you really knowwhat you’re looking at? Are you positive that what you see is illegal in nature
(regardless of what it is—pornography, documentation, letters, and so on)? If you’re
not and you falsely accuse someone, what kind of liability do you face? What about
your team? It’s not an easy question to answer when you’re in the heat of battle, and
you’ll have to largely depend on good, solid pen test agreements up front. Let the
client know what actions will be taken when suspected illegal material is discovered,
and agree upon actions both sides will take. Otherwise you, and your client, could be
in for very difficult times."
,"In which phase of a pen test is scanning performed?
A. Pre-attack
B. Attack
C. Post-attack
D. Reconnaissance","A. I know you’re sick of CEH definitions, terms, and phases of attacks, but this is
another one you’ll just need to commit to memory. Per EC-Council, there are three
phases of a pen test: pre-attack, attack, and post-attack. The pre-attack phase is
where you’d find scanning and other reconnaissance activities (gathering competitive
intelligence, website crawling, and so on)."
,"Which of the following describes risk that remains after all security controls have beenimplemented to the best of one’s ability?
A. Residual
B. Inherent
C. Deferred
D. Remaining","A. Risk management has a lot of terminology to remember, and identifying riskbefore and after security control implementation is what this question is all about.
The inherent risk of the system is that which is in place if you implement no securitycontrols whatsoever: in other words, there are risks inherent to every system,
application, technology, and service. After you recognize these inherent risks andimplement security controls, you may have some residual risks remaining. In other
words, residual risk is what is left in the system after you implement security controls."
,"Which of the following statements are true regarding OSSTMM? (Choose all that apply.)
A. OSSTMM is a nonprofit, international research initiative dedicated to defining
standards in security testing and business integrity testing.
B. OSSTMM recognizes ten types of controls, which are divided into two classes.
C. ISECOM maintains the OSSTMM.
D. OSSTMM defines three types of compliance.","B, C, D. The Open Source Security Testing Methodology Manual (OSSTMM)
provides a methodology for a thorough security test (also known as an OSSTMMaudit). It’s maintained by ISECOM (Institute for Security and Open Methodologies;
www.isecom.org/) and is a peer-reviewed manual of security testing and analysis that results in fact-based actions that can be taken by an organization to improve security.
OSSTMM recognizes ten types of controls, split into two different classes: • Class A: Interactive Authentication, indemnification, resilience, subjugation,
and continuity • Class B: Process Nonrepudiation, confidentiality, privacy, integrity, and alarmAn OSSTMM audit tests for three different types of compliance: legislative,
contractual, and standards-based compliance"
,"Which of the following is an open source project produced by OISSG (Open
Information Systems Security Group) and intended to provide security testing assistance?
A. OSSTMM
B. OWASP
C. COBIT
D. ISSAF","D. The following is from OISSG’s site: “The Information Systems Security
Assessment Framework (ISSAF) is produced by the Open Information Systems
Security Group, and is intended to comprehensively report on the implementation
of existing controls to support IEC/ISO 27001:2005(BS7799), Sarbanes Oxley
SOX404, COBIT, SAS70 and COSO, thus adding value to the operational aspects
of IT related business transformation programmes. It is designed from the ground
up to evolve into a comprehensive body of knowledge for organizations seeking
independence and neutrality in their security assessment efforts.”"
,"NIST SP 800-30 defines steps for conducting a risk assessment. Which of the following
statements is true regarding the process?
A. Threats are identified before vulnerabilities.
B. Determining the magnitude of impact is the first step.
C. Likelihood is determined after the risk assessment is complete.
D. Risk assessment is not a recurring process.","A. NIST SP 800-30: Guide for Conducting Risk Assessments (http://nvlpubs.nist
.gov/nistpubs/Legacy/SP/nistspecialpublication800-30r1.pdf) describes in detail
how to perform a risk assessment. The publication defines four overall steps for anassessment, as shown in the following illustration.
Step 1: Prepare for Assessment
Derived from Organizational Risk Frame
Step 2: Conduct Assessment
Expanded Task View Step 3: Communicate Results Step 4: Maintain AssessmentIdentify Threat Sources and Events
Identify Vulnerabilities and
Predisposing Conditions
Determine Likelihood of Occurrence
Determine Magnitude of Impact
Determine Risk
Even if you knew nothing about this publication, though, you could probably workyour way into the correct answer here. Of the choices provided, only answer A makes
any sense."
,"In which phase of a pen test will the team penetrate the perimeter and acquire targets?
A. Pre-attack
B. Attack
C. Post-attack
D. None of the above","B. EC-Council splits a pen test into three phases: pre-attack, attack, and post-attack.
In the attack phase, the team will attempt to penetrate the network perimeter, acquire
targets, execute attacks, and elevate privileges. Getting past the perimeter might take
into account things such as verifying ACLs by crafting packets as well as checking
the use of any covert tunnels inside the organization. Attacks such as XSS, buffer
overflows, and SQL injections will be used on web-facing applications and sites. After
specific targets are acquired, password cracking, privilege escalation, and a host of
other attacks will be carried out"
,"An organization participates in a real-world exercise designed to test all facets of its
security systems. An independent group is hired to assist the organization’s security
groups, aiding in the defense of assets against the attacks from the attacking group.
Which of the following statements is true?
A. The group assisting in the defense of the systems is referred to as a blue team.
B. The group assisting in the defense of the systems is referred to as a red team.
C. The group assisting in the defense of the systems is known as a white-hat group.
D. The team attacking the systems must provide all details of any planned attack with the
defense group before launching to ensure security measures are tested appropriately","A. Many organizations run full “war game” scenarios, which include defense and
attack groups, to test security measures. Generally speaking, the group doing the
attacking is known as a red team, while the group assisting with the defense is
known as a blue team. The red team is the offense-minded group, simulating the
bad guys in the world, actively attacking and exploiting everything they can find
in the environment. In a traditional war game scenario, the red team is attacking
“black-box” style, given little to no information to start things off. A blue team, on
the other hand, is defensive in nature. The members of the blue team are not out
attacking things; rather, they’re focused on shoring up defenses and making things
safe. Unlike red teams, blue teams are responsible for defense against the bad guys,
so they usually operate with full knowledge of the internal environment.
Blue teams are almost always independent in terms of the target, but their goal
is to assist the defenders and to do so with whatever information is available.
The difference between blue and red in this scenario is in the cooperative versus
adversarial nature: red is there to be the bad guys, do what they would do, look for
the impacts they would want to have, and to test the organization’s defense/response,
whereas blue is there to help."
,"Which of the following best describes the difference between a professional pen test teammember and a hacker?
A. Ethical hackers are paid for their time.
B. Ethical hackers never exploit vulnerabilities; they only point out their existence.
C. Ethical hackers do not use the same tools and actions as hackers.
D. Ethical hackers hold a predefined scope and agreement from the system owner.","D. This one is a blast from the book’s past and will pop up a couple of times on your
exam. The only true difference between a professional pen test team member (anethical hacker) and the hackers of the world is the existence of the formally approved,
agreed-upon scope and contract before any attacks begin."
,"Sally is part of a penetration test team and is starting a test. The client has provided a
network drop on one of their subnets for Sally to launch her attacks from. However, theydid not provide any authentication information, network diagrams, or other notable dataconcerning the systems. Which type of test is Sally performing?
A. External, white box
B. External, black box
C. Internal, white box
D. Internal, black box","D. Sally was provided a network drop inside the organization’s network, so we knowit’s an internal test. Additionally, no information of any sort was provided—fromwhat we can gather, she knows nothing of the inner workings, logins, network design,
and so on. Therefore, this is a black-box test—an internal black-box test."
,"Your pen test team is discussing services with a potential client. The client indicates they
do not see the value in penetration testing. Which of the following is the correct response
from your team?
A. Run a few tests and display the results to the client to prove the value of penetration
testing.
B. Provide detailed results from other customers you’ve tested, displaying the value of
planned testing and security deficiency discovery.
C. Provide information and statistics regarding pen testing and security vulnerabilities
from reliable sources.
D. Perform the penetration test anyway in case they change their mind.","C. Ethical behavior will definitely find its way to your exam, and this cheesy questionis an example. Your potential client may or may not be convinced when presented
with the undeniable proof of pen test value from industry leaders (and possibly the
U.S. government), but as the saying goes, “You can lead a horse to water, but you
can’t make him drink.” An ethical hacker does not proceed without authorization,
and doing so not only calls your integrity into question but also makes you a
criminal. Documentation for an ethical test team will include scope (of what you cantouch, how far you can go with testing, and how much time you’ll spend doing it),
terms of engagement, nondisclosure, liability statements, and other specifics."
,"In which phase of a penetration test would you compile a list of vulnerabilities found?
A. Pre-attack
B. Attack
C. Post-attack
D. Reconciliation","C. This is another simple definition question you’re sure to see covered on the exam.
You compile the results of all testing in the post-attack phase of a pen test so you cancreate and deliver the final report to the customer."
,"Which of the following has a database containing thousands of signatures used to detect
vulnerabilities in multiple operating systems?
A. Nessus
B. Hping
C. LOIC
D. SNMPUtil","A. Nessus is probably the best-known, most utilized vulnerability assessment tool onthe planet—even though it’s not necessarily free anymore. Nessus works on a client/
server basis and provides “plug-ins” to test everything from Cisco devices, macOS,
and Windows machines to SCADA devices, SNMP, and VMware ESX (you can finda list of plug-in families at www.tenable.com/plugins/index.php?view=all). It’s part of
virtually every security team’s portfolio, and you should definitely spend some timelearning how to use it.
As an aside—not necessarily because it has anything to do with your test but becauseI am all about informing you on how to become a good pen tester—OpenVAS(www.openvas.org) is the open source community’s attempt at a free vulnerabilityscanner. Nessus was a free scanner for the longest time. However, once Nessus was
purchased by Tenable Network Security, it, for lack of a better term, angered a lot of
people in the security community because Nessus became a for-profit entity insteadof a for-security one. Don’t get me wrong—Nessus is outstanding in what it does; it
just costs you money. OpenVAS is attempting to do the same thing for free becausethe community wants security over profit.
Just keep in mind that most vulnerabilities that are actually capable of causing harmto your systems probably won’t be found by any scanner. The recent Heartbleedvulnerability, which takes advantage of an SSL issue, is a prime example: scanners
simply can’t find vulnerabilities we don’t already know about."
,"Cleaning registry entries and removing uploaded files and tools are part of which phase of
a pen test?
A. Covering tracks
B. Pre-attack
C. Attack
D. Post-attack","D. Cleaning up all your efforts occurs in the post-attack phase, alongside analyzing
the findings and generating the final report. The goal is to put things back exactly
how they were before the assessment."
,"Which of the following are true statements regarding a pen test? (Choose all that apply.)
A. Pen tests do not include social engineering.
B. Pen tests may include unannounced attacks against the network.
C. During a pen test, the security professionals can carry out any attack they choose.
D. Pen tests always have a scope.
E. A list of all personnel involved in the test is not included in the final report.","B, D. Pen tests are carried out by security professionals who are bound by a specific
scope and rules of engagement, which must be carefully crafted, reviewed, and agreed
on before the assessment begins. This agreement can allow for unannounced testing,
should upper management of the organization decide to test their IT security staff’s
reaction times and methods."
,"Which of the following causes a potential security breach?
A. Vulnerability
B. Threat
C. Exploit
D. Zero day","B. So which came first—the chicken or the egg? This question is right along those
same lines and can be really confusing, but if you key on the “cause” portion of
the question, you should be okay. Sure, a vulnerability would need to be present;
however, a vulnerability on its own doesn’t cause anything. A threat is somethingthat could potentially take advantage of an existing vulnerability. Threats can be
intentional, accidental, human, or even an “act of God.” A hacker is a threat to takeadvantage of an open port on a system and/or poor password policy. A thunderstormis a threat to exploit a tear in the roof, leaking down into your systems. Heck, a
rhinoceros is a threat to bust down the door and destroy all the equipment in the
room. Whether those threats have intent, are viable, and are willing/able to take upthe vulnerability is a matter for risk assessment to decide; they’ll probably beef uppassword policy and fix the roof, but I doubt much will be done on the rhino front."
